User_ID,Age,Gender,Occupation,Country_Region,Stress_Level_Before,Stress_Level_After,Mood_Score,Sleep_Hours,Meditation_Minutes_Per_Day,Yoga_Minutes_Per_Day,Affirmations_Per_Day,Reels_Viewed_Per_Day,Podcast_Listening_Minutes,Audiobook_Listening_Minutes,App_Usage_Minutes_Per_Day,Streak_Days,Challenge_Participation,Subscription_Type,Productivity_Score,Mindfulness_Score,User_Satisfaction
USR1540,18,Female,Working Professional,Canada,8.0,7.9,6.1,5.9,12.5,4.0,4,5,5.6,21.1,41.7,33,Yes,Free,4.1,41.4,3.5
USR1541,31,Female,Freelancer,India,5.3,4.2,10.0,8.8,24.2,8.2,7,9,17.5,10.3,68.3,58,Yes,Premium,5.6,63.7,7.1
USR1542,49,Male,Student,UAE,10.0,9.1,7.3,6.0,12.0,9.4,5,7,5.1,11.9,49.2,8,No,Free,2.4,52.4,4.4
USR1543,48,Female,Working Professional,Germany,8.0,7.5,5.5,5.6,4.8,37.6,2,5,12.9,9.8,66.3,10,No,Free,3.9,50.2,3.0
USR1544,27,Male,Homemaker,USA,7.5,6.7,6.4,8.3,4.2,6.0,2,11,1.0,33.5,52.1,16,No,Free,4.8,46.0,3.4
USR1545,25,Female,Working Professional,UK,5.9,5.7,7.9,5.2,2.2,6.5,3,6,42.9,12.2,52.5,13,Yes,Free,2.9,44.1,4.1
USR1546,36,Female,Working Professional,Singapore,8.4,5.5,8.5,8.5,38.4,49.6,9,12,31.4,12.2,137.8,63,Yes,Premium,6.4,100.0,6.7
USR1547,22,Male,Working Professional,USA,8.2,7.9,6.9,8.5,24.4,22.2,5,13,21.9,17.4,98.5,140,Yes,Premium,5.7,67.3,5.6
USR1548,35,Female,Freelancer,UAE,8.3,7.0,6.2,9.0,3.1,15.2,5,9,23.2,14.6,60.3,10,No,Free,4.2,64.5,4.3
USR1549,39,Male,Student,India,3.7,3.1,8.1,7.9,2.9,9.9,4,11,32.6,0.7,51.3,34,Yes,Free,5.7,60.6,5.3
USR1550,44,Male,Retired,India,4.8,1.7,10.0,9.1,41.0,52.1,4,13,34.0,42.4,159.0,50,Yes,Premium,7.8,77.9,6.2
USR1551,30,Male,Student,USA,7.5,7.0,7.0,8.7,20.4,14.0,0,8,4.5,1.1,64.2,27,No,Free,5.3,44.4,4.1
USR1552,29,Male,Retired,UK,6.5,5.6,8.1,7.3,16.2,27.0,4,15,2.3,0.5,73.8,14,No,Free,4.6,69.2,4.9
USR1553,23,Female,Working Professional,Germany,6.9,5.5,7.2,7.9,17.8,22.4,2,6,54.3,10.0,86.5,26,Yes,Premium,5.4,66.8,4.5
USR1554,23,Female,Freelancer,Singapore,3.7,2.0,8.7,7.0,14.6,23.9,3,11,20.3,27.3,81.1,39,Yes,Premium,5.5,54.9,5.6
USR1555,29,Female,Working Professional,USA,7.3,4.7,8.3,6.2,68.3,12.1,3,10,15.4,19.1,119.2,46,No,Premium,4.7,73.6,6.2
USR1556,35,Male,Entrepreneur,India,7.5,6.0,8.9,7.2,23.9,4.3,6,6,20.6,1.6,62.4,72,No,Free,3.9,65.4,6.1
USR1557,41,Male,Student,Germany,7.0,5.8,9.5,8.5,15.4,26.3,4,7,18.3,39.1,87.2,46,Yes,Premium,5.4,34.1,5.0
USR1558,23,Female,Student,UK,6.9,6.4,8.4,6.7,28.2,4.2,7,8,94.1,3.4,103.0,22,No,Free,4.5,73.5,5.2
USR1559,46,Non-Binary,Working Professional,India,8.4,7.7,4.9,6.2,21.3,9.9,4,9,40.8,5.9,75.6,110,No,Free,4.4,64.3,5.0
USR1560,29,Male,Student,USA,6.8,6.7,7.8,5.1,5.3,3.4,6,3,18.8,2.9,31.3,12,No,Free,3.4,55.9,4.3
USR1561,31,Female,Student,Australia,5.1,4.2,9.5,5.8,8.3,20.4,5,7,35.9,39.2,93.3,13,No,Free,5.4,77.0,5.8
USR1562,24,Female,Entrepreneur,Australia,9.1,9.6,4.8,5.3,3.1,1.4,1,7,12.7,21.3,41.3,23,No,Free,2.2,41.8,2.6
USR1563,18,Female,Entrepreneur,USA,9.0,8.4,6.9,7.9,1.8,21.2,4,9,31.1,19.3,65.4,13,Yes,Free,4.4,61.3,3.7
USR1564,40,Female,Working Professional,USA,6.9,6.3,8.4,6.3,19.2,11.1,3,10,20.8,0.7,58.4,57,Yes,Free,3.7,60.6,4.7
USR1565,39,Male,Entrepreneur,Singapore,8.3,7.8,8.1,7.4,14.7,10.5,7,11,15.6,21.1,64.8,33,No,Premium,4.3,59.9,5.8
USR1566,29,Male,Working Professional,Canada,4.7,3.7,8.3,4.9,25.7,9.4,1,9,59.4,12.9,88.9,12,No,Free,4.4,73.6,4.9
USR1567,32,Female,Working Professional,USA,6.8,4.2,9.9,8.4,81.4,4.0,3,5,39.5,7.2,130.6,16,Yes,Free,6.6,82.4,5.4
USR1568,37,Male,Freelancer,India,3.4,2.7,9.3,6.7,1.2,4.7,5,4,61.3,5.8,54.4,26,No,Free,5.0,57.6,5.6
USR1569,18,Female,Freelancer,Australia,7.7,7.2,7.9,5.2,9.6,5.2,3,11,26.3,28.7,69.1,16,No,Free,2.5,55.6,4.2
USR1570,26,Male,Entrepreneur,India,4.8,4.2,8.5,6.3,34.3,8.8,2,9,25.6,10.3,83.3,32,Yes,Premium,5.3,70.2,4.6
USR1571,39,Male,Working Professional,India,6.4,5.2,8.8,6.6,23.3,51.2,2,7,4.6,14.7,103.6,29,No,Free,5.9,79.2,5.2
USR1572,19,Female,Freelancer,USA,6.3,5.3,8.6,7.4,31.4,8.4,4,8,19.0,17.5,84.8,28,Yes,Premium,4.8,72.2,5.7
USR1573,34,Male,Student,India,8.2,8.1,7.1,5.8,6.4,13.0,3,6,3.1,16.4,53.2,8,Yes,Free,3.4,46.8,3.8
USR1574,18,Female,Student,UK,7.8,7.2,7.6,6.1,9.1,5.6,4,10,5.0,3.3,52.8,27,Yes,Free,4.2,50.6,3.9
USR1575,36,Female,Student,India,8.7,7.8,6.6,6.2,23.6,20.5,6,5,31.0,14.1,79.8,23,Yes,Premium,4.4,72.0,4.8
USR1576,31,Female,Entrepreneur,Canada,8.2,5.7,9.2,6.0,64.7,13.3,5,10,38.0,23.3,131.7,76,Yes,Premium,5.2,72.9,6.5
USR1577,18,Female,Homemaker,India,8.0,6.7,6.2,7.8,6.0,13.4,0,14,7.5,58.6,84.4,12,No,Free,4.7,51.9,3.9
USR1578,43,Female,Homemaker,India,3.4,2.2,10.0,8.7,48.5,23.7,4,6,30.9,65.1,147.1,42,Yes,Premium,8.0,75.8,7.1
USR1579,24,Female,Working Professional,India,6.3,5.7,8.8,6.3,4.7,14.1,2,11,8.3,4.3,48.1,10,No,Free,4.3,61.0,4.3
USR1580,23,Non-Binary,Working Professional,UAE,7.7,5.2,9.7,7.5,77.7,9.5,11,8,38.8,11.6,139.1,34,No,Premium,6.7,82.0,7.1
USR1581,34,Male,Student,Germany,9.4,7.8,6.6,5.8,26.6,20.8,5,11,104.3,23.4,134.7,65,Yes,Premium,4.3,78.2,6.0
USR1582,43,Male,Working Professional,India,6.2,3.7,9.1,8.0,19.3,11.9,7,8,38.4,18.2,86.4,41,No,Premium,5.8,70.5,5.9
USR1583,21,Male,Working Professional,Australia,9.9,8.7,7.2,6.9,24.3,8.4,5,13,16.2,31.5,86.5,31,No,Premium,4.4,66.8,5.0
USR1584,32,Male,Homemaker,UK,6.5,5.1,8.5,6.3,4.8,6.4,4,10,13.0,11.3,43.1,10,No,Free,3.7,64.5,4.1
USR1585,36,Female,Working Professional,Singapore,5.9,5.3,8.3,6.0,14.8,14.8,4,15,44.4,20.7,94.1,29,Yes,Premium,4.6,60.9,4.9
USR1586,38,Female,Student,USA,5.3,5.0,6.9,8.3,1.8,7.6,0,6,15.6,15.6,47.1,21,No,Free,4.7,47.8,3.3
USR1587,33,Female,Student,Canada,8.1,8.3,5.8,4.9,1.8,14.6,1,7,60.3,2.0,53.6,32,No,Free,3.2,37.8,2.8
USR1588,28,Male,Student,India,6.0,5.8,8.4,6.8,6.4,4.4,0,11,1.1,17.0,50.9,11,No,Free,4.2,46.9,4.3
USR1589,23,Female,Working Professional,USA,6.6,5.2,6.8,5.1,21.6,4.5,2,4,6.9,10.1,43.3,12,No,Free,4.5,53.8,4.9
USR1590,32,Male,Entrepreneur,Singapore,7.2,6.3,8.2,6.1,24.0,8.7,7,12,20.0,35.7,87.5,49,Yes,Premium,4.6,67.3,5.4
USR1591,21,Female,Freelancer,USA,6.3,5.0,7.7,5.3,1.6,13.9,3,12,29.2,2.2,58.7,33,No,Free,3.7,36.8,3.8
USR1592,18,Female,Homemaker,India,8.9,7.5,7.5,4.4,28.7,10.1,3,11,14.8,5.4,61.8,11,No,Free,3.6,80.3,5.3
USR1593,36,Male,Working Professional,India,7.6,6.1,7.5,6.1,13.8,5.2,2,10,3.0,45.0,64.9,16,Yes,Free,4.2,43.5,3.3
USR1594,41,Male,Working Professional,Canada,6.1,4.5,7.6,6.8,48.6,14.7,1,5,6.7,12.1,92.3,50,Yes,Free,5.5,72.3,4.6
USR1595,18,Male,Student,UK,5.9,4.6,9.2,5.5,26.6,17.2,5,8,29.8,49.7,114.9,53,Yes,Premium,5.1,56.4,4.8
USR1596,21,Female,Retired,USA,8.5,8.2,5.4,5.5,2.9,7.6,2,9,111.1,17.5,102.4,14,No,Free,2.9,33.6,2.9
USR1597,38,Female,Homemaker,Singapore,5.2,3.6,8.0,6.9,19.6,16.6,4,14,24.1,49.1,108.3,36,Yes,Premium,5.0,50.1,4.7
USR1598,52,Female,Student,India,7.9,7.2,7.5,4.7,25.7,20.1,5,13,18.4,15.7,81.6,96,No,Premium,3.8,91.5,6.3
USR1599,32,Male,Working Professional,USA,7.3,6.9,6.7,6.9,10.4,20.9,3,13,28.7,11.4,79.3,38,No,Premium,4.5,43.7,4.1
USR1600,24,Male,Working Professional,UAE,7.6,7.6,5.6,7.4,0.2,4.1,0,11,7.4,24.3,55.7,31,No,Free,2.3,38.7,3.8
USR1601,30,Female,Freelancer,USA,8.1,7.0,6.9,6.9,12.1,9.8,5,9,31.7,34.5,83.5,25,Yes,Premium,5.3,55.0,4.4
USR1602,45,Female,Entrepreneur,India,7.4,6.9,6.3,7.2,4.3,2.0,3,7,12.6,14.5,37.8,40,No,Free,5.4,43.9,4.3
USR1603,25,Male,Working Professional,USA,8.2,6.9,8.9,6.7,18.4,20.2,7,12,38.4,23.0,97.9,43,Yes,Premium,4.0,61.4,5.9
USR1604,24,Male,Working Professional,Germany,7.5,6.1,7.6,7.3,10.0,24.8,2,3,49.1,37.0,97.2,14,No,Free,5.1,52.5,4.1
USR1605,27,Female,Student,India,6.3,6.4,7.0,6.9,2.2,6.3,3,10,4.5,2.9,42.0,14,Yes,Free,3.5,36.5,3.4
USR1606,22,Male,Student,Singapore,7.7,7.6,7.4,9.8,16.8,2.2,3,3,34.4,14.4,57.3,7,No,Free,4.2,63.6,4.5
USR1607,33,Male,Student,Australia,6.0,5.4,8.0,5.5,23.6,25.0,4,11,74.6,10.8,116.6,57,Yes,Premium,4.3,86.6,6.6
USR1608,48,Male,Student,India,5.3,4.2,8.4,5.7,5.2,21.4,6,5,9.4,2.3,52.2,33,No,Free,3.9,73.8,5.3
USR1609,35,Female,Freelancer,Canada,6.9,6.8,7.9,5.4,0.2,25.5,5,13,2.4,8.6,65.6,20,No,Free,3.9,38.0,2.8
USR1610,29,Female,Freelancer,USA,6.7,7.0,6.3,8.0,1.2,11.2,3,15,34.5,25.8,73.1,19,Yes,Free,4.8,30.4,2.9
USR1611,29,Non-Binary,Student,USA,7.5,5.9,6.9,8.8,17.5,31.7,3,10,39.2,29.8,99.5,37,Yes,Premium,6.6,50.8,3.9
USR1612,18,Female,Homemaker,Australia,6.0,4.7,8.9,7.8,12.5,8.2,5,8,19.8,64.8,84.6,24,No,Premium,5.1,64.0,4.9
USR1613,40,Female,Student,Singapore,6.9,7.0,7.2,5.5,7.1,1.4,4,10,11.8,0.7,33.4,13,No,Free,3.7,46.1,4.2
USR1614,31,Male,Working Professional,India,5.4,4.0,9.0,6.5,24.8,9.2,4,10,32.3,17.2,93.4,27,Yes,Premium,5.3,87.8,6.2
USR1615,30,Female,Working Professional,USA,4.2,3.1,8.6,7.1,11.9,15.0,2,6,3.7,2.6,44.3,9,No,Free,5.6,54.6,5.2
USR1616,63,Male,Working Professional,USA,8.3,8.4,6.7,6.9,3.9,0.9,3,6,25.1,0.6,36.1,69,Yes,Free,2.8,64.3,5.4
USR1617,34,Female,Working Professional,USA,8.3,6.6,6.3,9.5,16.3,16.2,4,9,38.4,14.6,78.9,29,No,Premium,5.4,72.8,4.7
USR1618,24,Male,Working Professional,USA,6.6,5.7,6.0,8.1,14.3,7.7,1,11,43.6,4.2,69.8,20,No,Free,4.8,43.0,3.2
USR1619,27,Male,Working Professional,India,9.2,7.2,6.8,7.7,29.6,4.5,1,9,16.8,8.2,74.3,51,Yes,Free,4.9,54.4,4.8
USR1620,43,Male,Entrepreneur,Canada,7.7,6.0,8.2,6.3,21.0,24.5,3,14,17.1,2.3,91.5,20,No,Free,3.6,79.8,5.4
USR1621,33,Male,Student,USA,7.5,6.6,8.2,7.2,12.1,2.2,3,14,19.3,10.1,63.3,21,No,Free,4.7,36.2,4.3
USR1622,18,Male,Student,India,10.0,9.2,6.3,4.6,6.7,5.2,3,9,6.4,37.9,62.4,10,No,Free,2.2,48.8,2.4
USR1623,41,Male,Student,Germany,5.1,4.3,7.2,6.7,6.8,17.9,0,4,28.4,20.7,62.6,13,No,Free,4.6,57.0,3.3
USR1624,25,Non-Binary,Freelancer,Germany,5.9,3.7,8.5,7.0,31.7,0.4,4,10,21.7,27.7,76.3,22,No,Free,5.5,68.9,4.6
USR1625,50,Female,Student,USA,5.7,4.8,8.9,5.2,0.6,13.4,3,8,36.5,24.5,62.8,15,Yes,Free,3.9,46.4,4.6
USR1626,42,Female,Homemaker,India,5.4,3.4,10.0,7.1,66.3,20.3,5,9,29.3,7.4,130.6,14,No,Free,6.6,83.8,6.1
USR1627,27,Female,Working Professional,UK,6.9,5.5,8.8,8.8,16.4,32.3,8,10,20.4,18.5,99.2,20,Yes,Free,6.5,59.3,3.3
USR1628,44,Non-Binary,Working Professional,India,6.9,5.5,8.6,7.2,17.1,25.1,3,9,3.5,21.1,71.8,41,Yes,Free,4.2,55.5,4.4
USR1629,32,Female,Working Professional,India,5.4,4.3,8.6,7.6,10.6,12.6,4,15,65.3,13.5,93.3,27,No,Premium,4.5,74.1,6.0
USR1630,40,Female,Student,Australia,7.1,6.6,7.3,9.3,14.0,10.6,5,4,9.2,29.5,58.6,6,No,Free,5.0,60.3,3.5
USR1631,36,Male,Student,India,5.8,4.8,8.4,6.1,19.9,9.0,5,19,81.7,19.2,114.0,29,Yes,Premium,5.3,56.9,5.3
USR1632,23,Male,Working Professional,India,8.8,7.6,7.1,7.7,11.7,11.6,2,6,25.3,10.2,63.0,45,No,Premium,4.7,63.0,5.5
USR1633,25,Male,Working Professional,India,8.1,6.9,7.6,6.5,14.9,9.2,6,6,18.2,25.5,69.9,54,Yes,Premium,4.0,60.0,5.2
USR1634,42,Female,Working Professional,India,7.5,5.7,6.3,8.0,33.2,4.5,1,11,43.2,16.9,106.5,12,No,Free,5.5,49.7,3.6
USR1635,28,Female,Student,India,6.3,5.0,8.5,6.7,12.0,25.0,1,3,31.7,12.0,83.2,52,Yes,Free,5.3,54.4,4.9
USR1636,27,Male,Entrepreneur,Singapore,7.2,7.1,7.3,8.2,8.0,5.1,2,10,30.9,3.6,59.3,26,No,Free,4.7,37.0,4.0
USR1637,22,Male,Student,India,8.1,7.6,7.0,8.1,11.1,17.9,3,11,16.9,19.9,71.6,37,Yes,Premium,5.1,75.1,5.3
USR1638,36,Female,Homemaker,India,5.5,5.2,9.2,6.4,18.8,6.8,3,7,42.3,7.7,74.6,13,Yes,Free,4.6,63.5,3.9
USR1639,52,Male,Homemaker,India,3.6,2.2,9.5,8.6,28.2,15.4,7,15,33.1,65.1,115.4,36,Yes,Premium,6.9,79.0,6.6
USR1640,21,Female,Working Professional,UAE,8.1,5.3,7.6,5.2,24.3,49.9,6,8,27.7,36.1,131.4,87,Yes,Premium,5.2,79.4,6.6
USR1641,32,Female,Student,USA,7.8,6.6,7.6,7.5,10.7,4.2,3,7,48.9,21.5,72.4,56,No,Free,4.1,56.1,5.1
USR1642,46,Female,Student,USA,7.5,7.1,6.3,8.8,8.5,11.8,3,7,21.9,3.0,53.6,25,No,Free,4.7,49.8,3.4
USR1643,31,Female,Freelancer,UAE,4.9,3.7,10.0,9.1,23.5,14.5,6,15,17.9,16.0,83.5,41,No,Premium,6.5,55.1,5.7
USR1644,36,Female,Freelancer,USA,7.4,6.5,6.6,4.7,4.0,0.8,3,8,14.7,7.2,41.7,9,Yes,Free,2.5,56.7,3.6
USR1645,21,Female,Homemaker,USA,7.7,5.9,7.6,5.7,42.5,8.1,3,17,20.2,10.2,96.4,71,No,Free,4.2,83.2,6.4
USR1646,36,Female,Entrepreneur,India,7.4,6.9,7.1,6.3,23.3,28.1,4,12,60.8,10.5,120.3,55,No,Premium,4.3,75.6,6.1
USR1647,30,Female,Freelancer,USA,5.4,5.5,7.4,7.0,5.6,1.2,3,9,6.6,13.5,43.4,14,No,Free,4.3,49.3,4.7
USR1648,41,Male,Student,USA,6.4,6.1,7.6,6.2,19.0,8.9,6,12,46.6,16.6,89.6,58,Yes,Premium,4.2,58.1,5.4
USR1649,43,Male,Working Professional,Canada,6.4,4.4,8.7,7.6,34.6,10.0,4,10,47.2,22.4,99.5,30,Yes,Premium,5.6,72.6,5.1
USR1650,57,Male,Homemaker,India,5.3,4.8,8.6,6.9,12.6,25.3,10,8,17.7,10.1,70.5,27,Yes,Premium,5.1,61.9,4.8
USR1651,37,Female,Working Professional,UK,6.5,5.7,6.2,6.4,5.2,15.4,2,6,0.3,5.8,35.2,35,No,Free,4.1,45.4,4.2
USR1652,35,Female,Student,India,7.5,7.5,7.1,5.1,17.1,10.0,1,8,17.4,22.0,73.0,24,Yes,Free,3.0,45.8,4.5
USR1653,33,Female,Freelancer,India,7.3,6.8,7.2,6.6,5.7,7.6,8,11,31.2,10.4,60.8,22,No,Free,3.9,52.8,3.4
USR1654,28,Male,Working Professional,USA,9.2,8.2,6.4,7.5,23.6,26.3,2,7,16.2,23.3,87.5,26,No,Free,4.9,57.8,3.8
USR1655,35,Male,Entrepreneur,UAE,5.6,5.4,6.7,8.2,2.1,17.5,3,14,33.6,18.0,75.7,10,No,Free,5.5,59.1,3.4
USR1656,29,Non-Binary,Freelancer,USA,4.9,3.8,7.4,6.9,21.6,20.1,1,10,19.5,29.0,96.2,18,No,Free,4.5,50.0,5.0
USR1657,33,Male,Student,Canada,8.3,8.0,6.2,7.2,1.1,20.1,3,9,21.2,0.1,49.7,22,Yes,Free,3.4,53.1,4.0
USR1658,45,Female,Entrepreneur,India,5.6,4.5,9.6,8.4,0.2,12.4,6,9,0.6,4.5,36.5,9,No,Free,5.7,59.8,4.4
USR1659,21,Female,Working Professional,India,5.3,3.3,10.0,8.9,44.3,15.4,5,13,16.9,21.9,100.7,39,Yes,Premium,6.6,90.3,6.4
USR1660,43,Female,Working Professional,India,5.6,5.0,7.2,6.3,13.1,24.0,2,6,25.8,42.5,85.0,25,No,Free,3.8,63.1,5.2
USR1661,45,Male,Working Professional,USA,6.7,5.8,6.8,7.8,6.5,31.2,2,9,28.8,17.1,82.9,66,Yes,Free,5.7,43.2,4.7
USR1662,30,Male,Student,India,9.5,8.5,6.6,6.8,14.0,8.3,4,13,30.6,19.1,82.1,29,Yes,Premium,4.1,56.1,4.6
USR1663,18,Male,Working Professional,India,6.8,5.7,6.1,6.5,24.4,8.6,6,6,32.8,12.1,77.7,34,No,Premium,4.0,74.3,4.9
USR1664,25,Female,Student,Australia,7.4,5.5,7.3,6.0,10.7,38.3,3,12,19.1,10.2,96.6,89,Yes,Free,4.1,60.4,5.3
USR1665,44,Female,Working Professional,India,5.2,3.4,10.0,9.0,71.7,3.9,1,8,2.2,8.7,106.4,15,No,Free,8.6,93.3,5.3
USR1666,31,Male,Working Professional,UK,8.6,5.0,9.0,6.7,61.3,24.8,5,9,22.0,22.6,127.1,43,Yes,Free,5.4,100.0,6.0
USR1667,22,Female,Homemaker,USA,7.3,6.1,6.3,7.0,25.1,13.9,4,15,28.0,18.0,103.0,29,No,Premium,5.4,70.6,4.7
USR1668,26,Female,Homemaker,USA,5.3,4.7,7.1,4.7,18.8,9.5,5,15,33.5,15.8,89.2,62,Yes,Premium,4.8,75.5,5.8
USR1669,40,Male,Student,UK,6.0,5.0,7.3,7.7,20.1,9.0,5,7,31.6,11.4,80.1,36,Yes,Premium,4.4,75.9,5.5
USR1670,37,Female,Working Professional,USA,8.4,7.4,7.1,6.9,17.2,2.0,5,5,28.8,0.7,59.8,78,Yes,Free,3.5,65.1,5.8
USR1671,29,Female,Working Professional,India,6.7,6.9,6.3,7.8,1.6,3.5,4,5,7.7,8.7,30.3,7,Yes,Free,4.7,57.3,3.3
USR1672,28,Male,Student,Australia,6.0,5.0,9.5,6.3,6.0,8.0,6,8,9.4,6.4,41.5,27,No,Free,3.6,45.6,5.4
USR1673,28,Male,Homemaker,UAE,5.5,5.3,7.1,7.0,11.2,22.5,6,15,24.9,22.2,78.6,47,Yes,Premium,4.3,73.3,5.5
USR1674,22,Female,Freelancer,India,6.4,4.6,9.2,7.9,11.1,59.6,3,7,43.7,28.7,128.2,53,Yes,Premium,6.1,77.2,6.6
USR1675,48,Female,Student,India,8.1,7.0,6.4,6.8,13.3,15.0,6,10,26.3,10.6,71.6,24,No,Premium,4.1,87.5,6.0
USR1676,28,Female,Working Professional,UAE,7.5,7.3,8.8,4.1,10.0,8.8,2,6,3.9,10.3,41.7,11,No,Free,3.4,47.9,4.5
USR1677,44,Female,Student,USA,7.4,6.3,8.0,7.1,23.0,8.9,2,9,81.5,29.7,108.5,19,No,Free,4.9,71.8,5.2
USR1678,47,Female,Freelancer,UK,5.6,4.9,6.5,7.5,10.0,9.3,5,5,13.6,9.1,50.7,13,No,Free,5.0,66.1,3.8
USR1679,41,Male,Student,USA,7.2,6.5,8.4,5.6,16.1,16.8,4,14,17.3,21.0,73.6,45,No,Premium,3.9,62.5,5.6
USR1680,27,Female,Entrepreneur,India,6.4,5.1,7.7,4.3,11.3,8.1,4,9,37.2,20.0,77.9,24,Yes,Premium,3.1,38.3,4.7
USR1681,36,Female,Homemaker,UK,5.6,5.5,8.3,6.3,12.0,0.0,1,11,26.9,7.4,60.0,32,Yes,Free,4.7,46.7,4.8
USR1682,31,Male,Working Professional,USA,9.1,7.9,6.5,6.9,4.7,1.2,4,3,13.9,1.8,26.5,18,No,Free,3.6,49.4,3.8
USR1683,22,Female,Working Professional,India,7.1,6.5,7.0,5.2,14.3,1.3,2,6,20.8,2.0,45.6,8,No,Free,3.8,60.9,4.4
USR1684,35,Female,Entrepreneur,USA,6.4,4.0,9.3,7.3,56.7,14.6,4,7,3.8,3.0,96.8,15,No,Free,6.3,83.0,5.1
USR1685,20,Male,Working Professional,Australia,6.0,4.7,7.1,7.3,11.8,10.8,2,10,24.2,33.6,80.6,25,Yes,Premium,5.0,55.0,5.0
USR1686,43,Female,Student,UK,3.7,3.7,8.2,5.9,3.6,27.0,3,9,3.5,4.8,68.4,19,No,Free,4.9,64.5,5.2
USR1687,27,Male,Working Professional,India,10.0,8.3,6.0,8.9,19.6,39.7,8,11,24.8,54.4,122.8,45,Yes,Premium,5.3,86.0,5.6
USR1688,34,Male,Homemaker,USA,9.3,6.4,7.8,8.2,51.9,44.7,3,10,16.5,24.9,149.1,32,No,Free,6.2,96.8,5.9
USR1689,34,Male,Freelancer,Canada,6.9,5.0,8.6,5.8,32.2,41.6,3,7,26.7,27.3,120.2,93,Yes,Premium,5.0,73.9,5.8
USR1690,29,Female,Freelancer,Australia,4.4,4.3,9.8,7.8,34.3,3.8,4,5,18.0,19.1,72.2,14,Yes,Free,5.9,75.4,6.1
USR1691,37,Female,Retired,UK,9.5,8.1,7.7,5.1,16.1,16.6,2,7,28.9,10.7,71.7,51,Yes,Premium,3.8,74.2,6.1
USR1692,27,Male,Retired,India,3.9,1.9,10.0,6.0,72.5,2.3,2,4,7.6,12.6,106.3,36,No,Free,6.4,100.0,6.9
USR1693,40,Female,Entrepreneur,Canada,7.6,6.5,6.3,7.2,1.6,19.7,4,7,3.1,42.5,61.7,7,No,Free,5.2,58.4,3.9
USR1694,18,Male,Student,Canada,4.4,4.0,8.1,8.1,0.8,26.3,1,6,5.8,0.6,49.8,58,Yes,Free,5.4,66.5,5.6
USR1695,33,Female,Working Professional,India,3.7,1.9,9.8,6.8,29.0,22.9,3,7,4.5,5.2,74.7,61,Yes,Free,7.3,76.6,6.4
USR1696,51,Female,Freelancer,USA,6.3,4.7,10.0,7.1,39.3,6.8,5,8,24.6,0.8,78.7,18,No,Free,5.6,77.3,6.4
USR1697,21,Male,Homemaker,USA,6.5,6.1,7.9,8.6,1.4,17.1,2,12,34.3,12.7,76.8,18,No,Free,3.6,61.5,5.8
USR1698,25,Female,Freelancer,Canada,6.2,6.2,7.6,7.2,11.8,9.2,3,12,40.5,11.9,75.1,57,Yes,Premium,5.4,42.7,5.6
USR1699,37,Male,Student,India,9.2,8.2,7.6,5.5,0.5,0.5,5,2,20.6,9.8,25.9,16,Yes,Free,2.3,52.4,4.7
USR1700,33,Male,Homemaker,UK,5.9,5.8,7.2,7.7,11.7,24.8,3,9,22.4,29.1,83.6,55,Yes,Premium,5.2,66.6,5.3
USR1701,35,Female,Freelancer,UAE,7.2,5.3,8.5,5.6,13.5,14.6,4,13,39.8,12.7,85.2,24,No,Premium,4.5,53.5,4.9
USR1702,36,Non-Binary,Student,Australia,5.8,3.1,9.3,7.1,52.6,60.0,2,12,18.6,21.1,160.2,22,Yes,Free,7.2,74.1,5.6
USR1703,38,Male,Working Professional,UAE,8.9,7.8,6.7,7.5,26.5,9.2,4,7,16.0,10.9,69.7,24,Yes,Premium,4.3,59.8,5.0
USR1704,43,Male,Student,Singapore,9.1,7.8,5.1,7.7,22.6,23.2,2,6,47.6,2.4,88.3,21,No,Free,4.3,66.5,4.1
USR1705,36,Male,Working Professional,India,6.6,5.7,7.8,7.3,22.5,7.8,1,10,1.7,4.9,63.8,45,No,Free,4.6,57.5,4.3
USR1706,29,Female,Student,UK,7.6,7.0,7.0,6.1,11.5,21.1,2,9,14.0,23.9,77.9,25,No,Free,4.6,60.4,4.1
USR1707,38,Male,Working Professional,USA,6.0,4.4,8.9,9.8,34.0,28.4,5,8,29.4,38.5,117.2,41,Yes,Premium,6.3,67.8,5.7
USR1708,50,Female,Working Professional,Germany,6.7,5.5,8.2,4.1,13.6,29.7,3,9,36.3,3.7,87.4,18,No,Free,3.9,63.5,4.9
USR1709,30,Non-Binary,Freelancer,India,7.1,7.2,7.3,6.8,5.7,4.2,0,8,48.9,1.5,53.0,7,No,Free,4.1,48.2,3.6
USR1710,22,Female,Freelancer,Singapore,6.7,5.2,8.1,7.3,12.4,35.9,5,10,56.2,28.3,115.2,41,No,Free,4.8,56.0,4.7
USR1711,43,Male,Homemaker,UK,3.4,2.2,10.0,6.1,21.4,10.0,9,6,31.9,25.7,75.7,39,Yes,Premium,5.6,57.4,5.7
USR1712,30,Male,Working Professional,Australia,5.3,4.9,8.7,6.8,26.0,1.0,3,7,22.7,2.6,61.1,60,Yes,Free,5.3,71.8,6.1
USR1713,18,Male,Student,India,6.1,4.1,10.0,6.4,70.0,14.8,3,10,16.9,22.2,128.8,39,No,Premium,6.2,89.2,7.4
